Source,Target,Start,start,end
European Sculpture and Decorative Arts,192608,1913,1913,1913
Drawings and Prints,624664,1951,1951,1951
Drawings and Prints,337226,1997,1997,1997
Asian Art,54983,1929,1929,1929
Drawings and Prints,390197,2018,2018,2018
The American Wing,3486,1950,1950,1950
Drawings and Prints,376253,1962,1962,1962
The American Wing,5928,1910,1910,1910
Musical Instruments,502346,1889,1889,1889
The American Wing,207746,1988,1988,1988
Drawings and Prints,348517,1933,1933,1933
Drawings and Prints,655514,1963,1963,1963
Asian Art,38269,1984,1984,1984
Drawings and Prints,351063,2002,2002,2002
Drawings and Prints,356773,1994,1994,1994
Drawings and Prints,394180,1947,1947,1947
Drawings and Prints,411877,1961,1961,1961
Drawings and Prints,775634,1963,1963,1963
Modern and Contemporary Art,482494,1982,1982,1982
Modern and Contemporary Art,482189,1980,1980,1980
Drawings and Prints,757326,1963,1963,1963
Costume Institute,155759,2009,2009,2009
Photographs,263484,1982,1982,1982
Greek and Roman Art,252101,1926,1926,1926
Arms and Armor,33545,1914,1914,1914
Drawings and Prints,727092,1991,1991,1991
Drawings and Prints,778859,1963,1963,1963
Drawings and Prints,333791,1917,1917,1917
Drawings and Prints,811522,1959,1959,1959
Drawings and Prints,400441,1963,1963,1963
Costume Institute,172038,2013,2013,2013
Modern and Contemporary Art,491030,1943,1943,1943
Drawings and Prints,339869,1954,1954,1954
The American Wing,14334,1964,1964,1964
Arms and Armor,30077,1936,1936,1936
Drawings and Prints,432557,1917,1917,1917
Drawings and Prints,422773,1947,1947,1947
The American Wing,849050,2021,2021,2021
Costume Institute,119256,1945,1945,1945
Costume Institute,168750,2009,2009,2009
Asian Art,49290,2002,2002,2002
Drawings and Prints,706004,2015,2015,2015
Modern and Contemporary Art,483447,1984,1984,1984
Drawings and Prints,418790,1928,1928,1928
Asian Art,43626,1902,1902,1902
Greek and Roman Art,244328,1874,1874,1874
Drawings and Prints,425808,1963,1963,1963
Greek and Roman Art,242370,1874,1874,1874
Drawings and Prints,335354,1975,1975,1975
Drawings and Prints,629208,1949,1949,1949
European Sculpture and Decorative Arts,209178,1963,1963,1963
Drawings and Prints,658890,1963,1963,1963
Drawings and Prints,725860,1963,1963,1963
Drawings and Prints,388900,1951,1951,1951
Drawings and Prints,367873,1926,1926,1926
Greek and Roman Art,254080,1941,1941,1941
Photographs,282292,1994,1994,1994
Drawings and Prints,640217,1957,1957,1957
Drawings and Prints,647540,1954,1954,1954
Greek and Roman Art,240362,1874,1874,1874
European Sculpture and Decorative Arts,236651,2008,2008,2008
Asian Art,43838,1902,1902,1902
Drawings and Prints,658834,1963,1963,1963
Egyptian Art,550884,1910,1910,1910
Egyptian Art,571026,1916,1916,1916
Asian Art,58375,1881,1881,1881
Drawings and Prints,708459,nan,nan,nan
Egyptian Art,564344,1917,1917,1917
Medieval Art,478939,1925,1925,1925
Arms and Armor,26479,1928,1928,1928
Drawings and Prints,370524,1949,1949,1949
Egyptian Art,570950,1959,1959,1959
Drawings and Prints,777058,2011,2011,2011
European Sculpture and Decorative Arts,205530,1973,1973,1973
Drawings and Prints,370565,1949,1949,1949
"Arts of Africa, Oceania, and the Americas",312091,1978,1978,1978
Drawings and Prints,420962,1940,1940,1940
Drawings and Prints,812975,1963,1963,1963
Islamic Art,443028,1879,1879,1879
Drawings and Prints,751128,2011,2011,2011
Drawings and Prints,360571,1925,1925,1925
European Sculpture and Decorative Arts,199986,1948,1948,1948
Drawings and Prints,889691,1923,1923,1923
Asian Art,53400,2001,2001,2001
Asian Art,48843,1879,1879,1879
Asian Art,61223,1943,1943,1943
Medieval Art,474908,1914,1914,1914
Drawings and Prints,763232,1963,1963,1963
Islamic Art,443764,1890,1890,1890
European Sculpture and Decorative Arts,215153,1908,1908,1908
European Sculpture and Decorative Arts,206229,1974,1974,1974
Egyptian Art,545791,1960,1960,1960
Costume Institute,175036,2009,2009,2009
Islamic Art,448660,1932,1932,1932
Greek and Roman Art,683803,2011,2011,2011
European Sculpture and Decorative Arts,189890,1907,1907,1907
Ancient Near Eastern Art,328832,2000,2000,2000
Drawings and Prints,849151,1924,1924,1924
The American Wing,20599,2010,2010,2010
Egyptian Art,564797,1914,1914,1914
Arms and Armor,30008,1936,1936,1936
Drawings and Prints,760520,1963,1963,1963
Photographs,284290,2002,2002,2002
The American Wing,1912,1965,1965,1965
Drawings and Prints,387271,1994,1994,1994
Islamic Art,448773,1932,1932,1932
Drawings and Prints,688801,1941,1941,1941
Costume Institute,116649,1981,1981,1981
Costume Institute,98743,1991,1991,1991
Drawings and Prints,729263,1991,1991,1991
Drawings and Prints,676548,1953,1953,1953
Asian Art,48949,1979,1979,1979
European Sculpture and Decorative Arts,211039,1950,1950,1950
Costume Institute,129570,2006,2006,2006
Drawings and Prints,422501,1927,1927,1927
Drawings and Prints,629812,1951,1951,1951
Photographs,649571,2011,2011,2011
Asian Art,72089,1920,1920,1920
Greek and Roman Art,244580,1874,1874,1874
Drawings and Prints,822042,1963,1963,1963
Arms and Armor,23843,1936,1936,1936
Drawings and Prints,747106,1946,1946,1946
Asian Art,54426,1929,1929,1929
Costume Institute,96073,1983,1983,1983
European Sculpture and Decorative Arts,229543,1976,1976,1976
Greek and Roman Art,696046,2011,2011,2011
Drawings and Prints,370618,1962,1962,1962
Drawings and Prints,732547,1961,1961,1961
Drawings and Prints,366122,1927,1927,1927
Drawings and Prints,390863,1917,1917,1917
Medieval Art,479172,1931,1931,1931
Drawings and Prints,781493,1963,1963,1963
Egyptian Art,555052,1915,1915,1915
Drawings and Prints,342445,1951,1951,1951
Modern and Contemporary Art,489100,1959,1959,1959
Drawings and Prints,410230,1923,1923,1923
Ancient Near Eastern Art,321798,1886,1886,1886
Costume Institute,107485,2004,2004,2004
Photographs,274436,1994,1994,1994
Costume Institute,114491,1977,1977,1977
Drawings and Prints,651786,1963,1963,1963
Drawings and Prints,749492,1927,1927,1927
Egyptian Art,563479,1917,1917,1917
European Sculpture and Decorative Arts,224043,1936,1936,1936
The American Wing,4963,1883,1883,1883
Drawings and Prints,354518,2001,2001,2001
Egyptian Art,544882,1941,1941,1941
European Paintings,438435,2000,2000,2000
Drawings and Prints,369058,1943,1943,1943
Asian Art,57239,1961,1961,1961
Drawings and Prints,899246,1961,1961,1961
Drawings and Prints,381744,1972,1972,1972
Drawings and Prints,397394,1952,1952,1952
Photographs,278379,1994,1994,1994
Drawings and Prints,391847,1924,1924,1924
Drawings and Prints,369384,1941,1941,1941
Medieval Art,478691,1925,1925,1925
European Sculpture and Decorative Arts,205081,1968,1968,1968
European Sculpture and Decorative Arts,210710,1973,1973,1973
European Sculpture and Decorative Arts,188776,1902,1902,1902
Costume Institute,120037,1980,1980,1980
Modern and Contemporary Art,487495,1926,1926,1926
European Sculpture and Decorative Arts,231795,2006,2006,2006
Medieval Art,465811,1917,1917,1917
Drawings and Prints,767029,1928,1928,1928
Asian Art,61795,2001,2001,2001
Islamic Art,457457,1939,1939,1939
Islamic Art,856808,2021,2021,2021
The American Wing,8001,1946,1946,1946
European Sculpture and Decorative Arts,197080,1932,1932,1932
Greek and Roman Art,257536,2000,2000,2000
Asian Art,47987,1917,1917,1917
Drawings and Prints,373463,1963,1963,1963
Costume Institute,86007,1952,1952,1952
Drawings and Prints,769458,1963,1963,1963
Drawings and Prints,639432,1964,1964,1964
Asian Art,55067,1929,1929,1929
European Sculpture and Decorative Arts,203730,1964,1964,1964
Greek and Roman Art,240718,1874,1874,1874
"Arts of Africa, Oceania, and the Americas",318177,1999,1999,1999
Costume Institute,85842,1988,1988,1988
Ancient Near Eastern Art,321794,1886,1886,1886
Asian Art,66684,1896,1896,1896
Islamic Art,445922,1909,1909,1909
Drawings and Prints,626210,1973,1973,1973
Costume Institute,96337,1973,1973,1973
Drawings and Prints,652829,1963,1963,1963
Asian Art,57644,1881,1881,1881
Greek and Roman Art,670440,2011,2011,2011
Drawings and Prints,771992,1925,1925,1925
European Sculpture and Decorative Arts,186167,1881,1881,1881
Egyptian Art,544822,1922,1922,1922
Drawings and Prints,426721,1977,1977,1977
Drawings and Prints,653442,1963,1963,1963
Egyptian Art,544500,1919,1919,1919
Ancient Near Eastern Art,323480,1936,1936,1936
Costume Institute,97218,1978,1978,1978
European Sculpture and Decorative Arts,221577,1924,1924,1924
Costume Institute,119385,1957,1957,1957
Asian Art,37522,1984,1984,1984
Ancient Near Eastern Art,325825,1966,1966,1966
Photographs,291676,2009,2009,2009
Musical Instruments,505356,1889,1889,1889
Drawings and Prints,366899,1959,1959,1959
The American Wing,12261,1950,1950,1950
European Sculpture and Decorative Arts,213137,1907,1907,1907
Modern and Contemporary Art,482256,1981,1981,1981
Drawings and Prints,367715,2005,2005,2005
Costume Institute,93708,1999,1999,1999
Drawings and Prints,777174,2011,2011,2011
Drawings and Prints,367253,1946,1946,1946
Photographs,632170,1974,1974,1974
Egyptian Art,565747,1932,1932,1932
Drawings and Prints,424936,1924,1924,1924
Drawings and Prints,824478,1939,1939,1939
Asian Art,42789,1911,1911,1911
Drawings and Prints,627109,1963,1963,1963
Drawings and Prints,397263,2012,2012,2012
Drawings and Prints,888191,1924,1924,1924
The American Wing,7295,1910,1910,1910
Arms and Armor,23661,1932,1932,1932
Islamic Art,853430,1923,1923,1923
Photographs,306914,2005,2005,2005
Asian Art,63796,1979,1979,1979
Musical Instruments,502027,1889,1889,1889
Musical Instruments,501199,1889,1889,1889
Drawings and Prints,684870,1963,1963,1963
Drawings and Prints,414738,1963,1963,1963
Islamic Art,451473,1958,1958,1958
Drawings and Prints,391002,1923,1923,1923
Drawings and Prints,420050,1917,1917,1917
Drawings and Prints,421160,1963,1963,1963
Egyptian Art,568032,1921,1921,1921
European Paintings,436742,1905,1905,1905
The American Wing,2611,1935,1935,1935
Ancient Near Eastern Art,323938,1941,1941,1941
Drawings and Prints,405044,1963,1963,1963
Drawings and Prints,428394,1959,1959,1959
Costume Institute,121990,1938,1938,1938
"Arts of Africa, Oceania, and the Americas",766964,1978,1978,1978
"Arts of Africa, Oceania, and the Americas",310991,1978,1978,1978
Asian Art,42424,1950,1950,1950
Asian Art,43598,1902,1902,1902
Drawings and Prints,350067,1940,1940,1940
European Sculpture and Decorative Arts,199430,1944,1944,1944
Drawings and Prints,736351,1960,1960,1960
Drawings and Prints,649635,1963,1963,1963
Asian Art,74430,2008,2008,2008
Photographs,269157,1947,1947,1947
European Sculpture and Decorative Arts,223207,1936,1936,1936
Drawings and Prints,385844,1952,1952,1952
Photographs,289322,2005,2005,2005
Greek and Roman Art,252981,1929,1929,1929
The American Wing,8222,1943,1943,1943
Drawings and Prints,380747,1954,1954,1954
European Paintings,679844,2015,2015,2015
The American Wing,802,1938,1938,1938
Islamic Art,444883,1902,1902,1902
Arms and Armor,27203,1926,1926,1926
Drawings and Prints,335723,1997,1997,1997
European Sculpture and Decorative Arts,197491,1934,1934,1934
Drawings and Prints,337579,1921,1921,1921
Drawings and Prints,338726,1957,1957,1957
Drawings and Prints,352122,1972,1972,1972
Photographs,272279,1994,1994,1994
Drawings and Prints,345658,1967,1967,1967
Modern and Contemporary Art,484150,1985,1985,1985
Asian Art,37140,1911,1911,1911
Drawings and Prints,819253,1938,1938,1938
Asian Art,71773,1920,1920,1920
Drawings and Prints,346876,1963,1963,1963
"Arts of Africa, Oceania, and the Americas",319282,1974,1974,1974
Photographs,262619,1979,1979,1979
European Sculpture and Decorative Arts,198189,1938,1938,1938
Drawings and Prints,349536,1967,1967,1967
Drawings and Prints,346264,1989,1989,1989
The American Wing,15161,2006,2006,2006
Drawings and Prints,631634,1949,1949,1949
Asian Art,61357,1988,1988,1988
Modern and Contemporary Art,732286,2016,2016,2016
Drawings and Prints,627550,1953,1953,1953
Costume Institute,159415,2009,2009,2009
The American Wing,232212,2007,2007,2007
Costume Institute,848364,2020,2020,2020
Drawings and Prints,390163,1954,1954,1954
Egyptian Art,590549,1926,1926,1926
Photographs,275984,1994,1994,1994
Drawings and Prints,709060,1978,1978,1978
Asian Art,62883,1917,1917,1917
Drawings and Prints,400319,1963,1963,1963
Islamic Art,446178,1911,1911,1911
Greek and Roman Art,240278,1874,1874,1874
Drawings and Prints,419625,1917,1917,1917
Photographs,278308,1994,1994,1994
European Sculpture and Decorative Arts,202370,1959,1959,1959
Asian Art,53324,2001,2001,2001
European Sculpture and Decorative Arts,231282,2005,2005,2005
Drawings and Prints,767642,1963,1963,1963
Modern and Contemporary Art,481191,1974,1974,1974
Costume Institute,158821,2009,2009,2009
Drawings and Prints,374857,1943,1943,1943
Drawings and Prints,352848,1921,1921,1921
Islamic Art,741271,1948,1948,1948
Photographs,270591,1962,1962,1962
Drawings and Prints,368017,1951,1951,1951
Drawings and Prints,365808,1980,1980,1980
Asian Art,63294,1936,1936,1936
Drawings and Prints,636722,1963,1963,1963
Costume Institute,97611,2003,2003,2003
Drawings and Prints,377351,2007,2007,2007
Drawings and Prints,784930,2018,2018,2018
Costume Institute,157646,2009,2009,2009
Drawings and Prints,337202,1975,1975,1975
Arms and Armor,23648,1932,1932,1932
The American Wing,14865,1987,1987,1987
European Sculpture and Decorative Arts,217327,1909,1909,1909
European Sculpture and Decorative Arts,225436,1936,1936,1936
Asian Art,69005,1930,1930,1930
Asian Art,60072,1910,1910,1910
Drawings and Prints,789514,1959,1959,1959
Asian Art,43608,1902,1902,1902
Drawings and Prints,347634,1959,1959,1959
Drawings and Prints,401657,1963,1963,1963
Photographs,259845,1971,1971,1971
Drawings and Prints,824142,1926,1926,1926
Drawings and Prints,388352,1969,1969,1969
Drawings and Prints,708723,1921,1921,1921
Drawings and Prints,410536,1954,1954,1954
Drawings and Prints,412942,1963,1963,1963
Islamic Art,444868,1899,1899,1899
Egyptian Art,561270,1914,1914,1914
Drawings and Prints,362485,1927,1927,1927
Arms and Armor,22691,1917,1917,1917
Drawings and Prints,656372,1958,1958,1958
Drawings and Prints,784295,1963,1963,1963
Drawings and Prints,355555,1969,1969,1969
Costume Institute,168281,2009,2009,2009
Drawings and Prints,337128,1949,1949,1949
Drawings and Prints,693068,1917,1917,1917
Drawings and Prints,346325,1950,1950,1950
Drawings and Prints,347611,1932,1932,1932
Egyptian Art,561837,1927,1927,1927
Costume Institute,114563,1986,1986,1986
The American Wing,7114,1946,1946,1946
"Arts of Africa, Oceania, and the Americas",629967,2018,2018,2018
European Sculpture and Decorative Arts,196802,1931,1931,1931
Drawings and Prints,401681,1963,1963,1963
European Paintings,441358,2017,2017,2017
Greek and Roman Art,686697,2011,2011,2011
Drawings and Prints,338465,1953,1953,1953
Drawings and Prints,387865,1917,1917,1917
Asian Art,66981,1896,1896,1896
Drawings and Prints,418554,1959,1959,1959
The American Wing,17581,2003,2003,2003
Drawings and Prints,629632,1966,1966,1966
Photographs,289348,2005,2005,2005
Photographs,275443,1994,1994,1994
Costume Institute,80934,1998,1998,1998
Drawings and Prints,745931,1953,1953,1953
Photographs,814722,1962,1962,1962
Drawings and Prints,405238,1891,1891,1891
Drawings and Prints,775477,1963,1963,1963
Egyptian Art,549731,1927,1927,1927
Modern and Contemporary Art,500023,2013,2013,2013
Modern and Contemporary Art,484040,1985,1985,1985
Drawings and Prints,653212,1941,1941,1941
European Sculpture and Decorative Arts,194007,1917,1917,1917
Drawings and Prints,381094,1954,1954,1954
European Sculpture and Decorative Arts,221026,1920,1920,1920
Drawings and Prints,401207,1951,1951,1951
Drawings and Prints,665389,1918,1918,1918
Asian Art,36623,1914,1914,1914
Costume Institute,123000,1941,1941,1941
Drawings and Prints,787954,1959,1959,1959
Asian Art,55469,1959,1959,1959
Drawings and Prints,838232,1985,1985,1985
Greek and Roman Art,704042,2011,2011,2011
Drawings and Prints,341918,1963,1963,1963
Drawings and Prints,735037,1948,1948,1948
Egyptian Art,569263,1915,1915,1915
Photographs,276473,1994,1994,1994
Arms and Armor,788361,2018,2018,2018
Drawings and Prints,769390,1966,1966,1966
Costume Institute,79858,1995,1995,1995
Drawings and Prints,814015,1963,1963,1963
European Sculpture and Decorative Arts,206466,1976,1976,1976
Drawings and Prints,716746,1963,1963,1963
Drawings and Prints,367435,1976,1976,1976
Costume Institute,110292,1984,1984,1984
Costume Institute,169049,2009,2009,2009
Greek and Roman Art,249348,1917,1917,1917
European Sculpture and Decorative Arts,217512,1909,1909,1909
Drawings and Prints,388415,2009,2009,2009
Drawings and Prints,365554,1965,1965,1965
Drawings and Prints,726795,1953,1953,1953
Egyptian Art,555302,1910,1910,1910
"Arts of Africa, Oceania, and the Americas",698835,2015,2015,2015
European Sculpture and Decorative Arts,188303,1897,1897,1897
Asian Art,43522,1902,1902,1902
European Sculpture and Decorative Arts,196106,1927,1927,1927
Greek and Roman Art,245170,1881,1881,1881
Costume Institute,143902,2017,2017,2017
Drawings and Prints,397811,2012,2012,2012
Drawings and Prints,425809,1963,1963,1963
Egyptian Art,544654,1931,1931,1931
Asian Art,54283,1976,1976,1976
Asian Art,75148,1957,1957,1957
Egyptian Art,564266,1917,1917,1917
Drawings and Prints,719231,2016,2016,2016
Asian Art,60995,nan,nan,nan
Costume Institute,113373,1949,1949,1949
Modern and Contemporary Art,484008,1985,1985,1985
Drawings and Prints,365835,1971,1971,1971
Drawings and Prints,371934,1941,1941,1941
Costume Institute,110273,1985,1985,1985
Photographs,272951,1994,1994,1994
Drawings and Prints,852671,1933,1933,1933
Greek and Roman Art,703401,2011,2011,2011
